tip_label	sequence_id	group	repeat_class	length	source	original_header
EnSpm__EnSpm-3_VV	EnSpm-3_VV	EnSpm	DNA/CMC-EnSpm	1078	RepeatPeps	EnSpm-3_VV#DNA/CMC-EnSpm RBRM:EnSpm-3_VV frameshifts:1 cds_range:4946-8344 exons:4946-7410;7500-7617;7689-8344 via genewise with EnSpm-5_FV [Vitis vinifera]
EnSpm__EnSpm-4_ADi	EnSpm-4_ADi	EnSpm	DNA/CMC-EnSpm	1057	RepeatPeps	EnSpm-4_ADi#DNA/CMC-EnSpm RBRM:EnSpm-4_ADi frameshifts:2 stops:1 cds_range:1133-5092 exons:1133-2027;2362-2587;2872-4037;4205-5092 via genewise with EnSpm-1_ADi [Acropora digitifera]
EnSpm__EnSpm-4_DR_p1	EnSpm-4_DR_p1	EnSpm	DNA/CMC-EnSpm	812	RepeatPeps	EnSpm-4_DR_p1#DNA/CMC-EnSpm RBRM:EnSpm-4_DR cds_range:5978-8414 (may have more exons) [Danio rerio]
EnSpm__EnSpm-4_GM_tp	EnSpm-4_GM_tp	EnSpm	DNA/CMC-EnSpm	1101	RepeatPeps	EnSpm-4_GM_tp#DNA/CMC-EnSpm RBRM:EnSpm-4_GM cds_range:4359-7904 exons:4359-6595;6680-6992;7077-7183;7255-7904 via genewise with EnSpm-2_Mad [Glycine max]
EnSpm__EnSpm-4_HM	EnSpm-4_HM	EnSpm	DNA/CMC-EnSpm	694	RepeatPeps	EnSpm-4_HM#DNA/CMC-EnSpm RBRM:EnSpm-4_HM cds_range:2861-4943 [Hydra vulgaris]
EnSpm__EnSpm-4_HV_p1	EnSpm-4_HV_p1	EnSpm	DNA/CMC-EnSpm	1158	RepeatPeps	EnSpm-4_HV_p1#DNA/CMC-EnSpm RBRM:EnSpm-4_HV cds_range:1253-4727 (EnSpm2_TM coding region very similar and broken up) [Triticeae]
EnSpm__EnSpm-4_HV_p2	EnSpm-4_HV_p2	EnSpm	DNA/CMC-EnSpm	785	RepeatPeps	EnSpm-4_HV_p2#DNA/CMC-EnSpm RBRM:EnSpm-4_HV cds_range:7706-10061 (may have more exons) [Triticeae]
EnSpm__EnSpm-4_NVe	EnSpm-4_NVe	EnSpm	DNA/CMC-EnSpm	1256	RepeatPeps	EnSpm-4_NVe#DNA/CMC-EnSpm RBRM:EnSpm-4_NVe cds_range:1016-4784 [Nematostella vectensis]
EnSpm__EnSpm-4_PGr	EnSpm-4_PGr	EnSpm	DNA/CMC-EnSpm	806	RepeatPeps	EnSpm-4_PGr#DNA/CMC-EnSpm RBRM:EnSpm-4_PGr cds_range:1862-4280 [Puccinia graminis]
EnSpm__EnSpm-4_VV_tp	EnSpm-4_VV_tp	EnSpm	DNA/CMC-EnSpm	1073	RepeatPeps	EnSpm-4_VV_tp#DNA/CMC-EnSpm RBRM:EnSpm-4_VV cds_range:1407-4792 exons:1407-3874;3961-4067;4146-4792 via genewise with EnSpm-5_FV [Vitis vinifera]
EnSpm__EnSpm-5_FV	EnSpm-5_FV	EnSpm	DNA/CMC-EnSpm	1092	RepeatPeps	EnSpm-5_FV#DNA/CMC-EnSpm RBRM:EnSpm-5_FV cds_range:229-3732 exons:229-2681;2796-2902;3014-3732 via genewise with EnSpm2_MT [Fragaria vesca]
EnSpm__EnSpm-5_HM	EnSpm-5_HM	EnSpm	DNA/CMC-EnSpm	660	RepeatPeps	EnSpm-5_HM#DNA/CMC-EnSpm RBRM:EnSpm-5_HM cds_range:286-2266 [Hydra vulgaris]
EnSpm__EnSpm-5_HV	EnSpm-5_HV	EnSpm	DNA/CMC-EnSpm	240	RepeatPeps	EnSpm-5_HV#DNA/CMC-EnSpm RBRM:EnSpm-5_HV cds_range:2530-3250 [Hordeum vulgare]
EnSpm__EnSpm-5_NVe	EnSpm-5_NVe	EnSpm	DNA/CMC-EnSpm	1287	RepeatPeps	EnSpm-5_NVe#DNA/CMC-EnSpm RBRM:EnSpm-5_NVe cds_range:1061-5226 exons:1061-1794;1926-2428;2600-5226 via genewise with EnSpm-18_HMa [Nematostella vectensis]
EnSpm__EnSpm-5_PGr_tp	EnSpm-5_PGr_tp	EnSpm	DNA/CMC-EnSpm	777	RepeatPeps	EnSpm-5_PGr_tp#DNA/CMC-EnSpm RBRM:EnSpm-5_PGr cds_range:1922-4253 [Puccinia graminis]
EnSpm__EnSpm-5_VV_tp	EnSpm-5_VV_tp	EnSpm	DNA/CMC-EnSpm	1074	RepeatPeps	EnSpm-5_VV_tp#DNA/CMC-EnSpm RBRM:EnSpm-5_VV cds_range:11885-15284 exons:11885-14358;14443-14549;14641-15284 via genewise with EnSpm-5_FV [Vitis vinifera]
EnSpm__EnSpm-5_ZM	EnSpm-5_ZM	EnSpm	DNA/CMC-EnSpm	850	RepeatPeps	EnSpm-5_ZM#DNA/CMC-EnSpm RBRM:ENSPM-5_ZM cds_range:1043-3593 [Zea mays]
EnSpm__EnSpm-6_DR	EnSpm-6_DR	EnSpm	DNA/CMC-EnSpm	663	RepeatPeps	EnSpm-6_DR#DNA/CMC-EnSpm RBRM:ENSPM-6_DR cds_range:15511-17500 [Danio rerio]
EnSpm__EnSpm-6_HM	EnSpm-6_HM	EnSpm	DNA/CMC-EnSpm	681	RepeatPeps	EnSpm-6_HM#DNA/CMC-EnSpm RBRM:EnSpm-6_HM cds_range:1317-3360 [Hydra vulgaris]
EnSpm__EnSpm-6_NVe	EnSpm-6_NVe	EnSpm	DNA/CMC-EnSpm	1022	RepeatPeps	EnSpm-6_NVe#DNA/CMC-EnSpm RBRM:EnSpm-6_NVe frameshifts:4 cds_range:526-3816 exons:526-1324;1806-3816 via genewise with EnSpm-1_ADi, Large gap near C-term. [Nematostella vectensis]
EnSpm__EnSpm-6_VV_p1	EnSpm-6_VV_p1	EnSpm	DNA/CMC-EnSpm	765	RepeatPeps	EnSpm-6_VV_p1#DNA/CMC-EnSpm RBRM:EnSpm-6_VV cds_range:5417-7712 (may have more exons) [Vitis vinifera]
EnSpm__EnSpm-6_ZM_p1	EnSpm-6_ZM_p1	EnSpm	DNA/CMC-EnSpm	1168	RepeatPeps	EnSpm-6_ZM_p1#DNA/CMC-EnSpm RBRM:ENSPM-6_ZM cds_range:1542-5046 (may have more exons) EnSpm11_SB_p1 over 90% similar. [Zea mays]
EnSpm__EnSpm-6_ZM_p2	EnSpm-6_ZM_p2	EnSpm	DNA/CMC-EnSpm	728	RepeatPeps	EnSpm-6_ZM_p2#DNA/CMC-EnSpm RBRM:ENSPM-6_ZM cds_range:7908-10092 (may have more exons) [Zea mays]
EnSpm__EnSpm-7_FV_tp	EnSpm-7_FV_tp	EnSpm	DNA/CMC-EnSpm	1201	RepeatPeps	EnSpm-7_FV_tp#DNA/CMC-EnSpm RBRM:EnSpm-7_FV cds_range:1483-5086 [Fragaria vesca]
EnSpm__EnSpm-7_HM	EnSpm-7_HM	EnSpm	DNA/CMC-EnSpm	677	RepeatPeps	EnSpm-7_HM#DNA/CMC-EnSpm RBRM:EnSpm-7_HM cds_range:799-2830 [Hydra vulgaris]
EnSpm__EnSpm-7_MLP_tp	EnSpm-7_MLP_tp	EnSpm	DNA/CMC-EnSpm	606	RepeatPeps	EnSpm-7_MLP_tp#DNA/CMC-EnSpm RBRM:EnSpm-7_MLP cds_range:603-2421 Appears to have a 90 AA or so internal deletion [Melampsora larici-populina]
EnSpm__EnSpm-7_ZM_p1	EnSpm-7_ZM_p1	EnSpm	DNA/CMC-EnSpm	465	RepeatPeps	EnSpm-7_ZM_p1#DNA/CMC-EnSpm RBRM:ENSPM-7_ZM cds_range:4242-5637 (may have more exons) [Zea mays]
EnSpm__EnSpm-8_HM	EnSpm-8_HM	EnSpm	DNA/CMC-EnSpm	617	RepeatPeps	EnSpm-8_HM#DNA/CMC-EnSpm RBRM:EnSpm-8_HM frameshifts:1 cds_range:7111-8963 via tfasty with EnSpm-5_HM [Hydra vulgaris]
EnSpm__EnSpm-8_ZM_p1	EnSpm-8_ZM_p1	EnSpm	DNA/CMC-EnSpm	839	RepeatPeps	EnSpm-8_ZM_p1#DNA/CMC-EnSpm RBRM:ENSPM-8_ZM cds_range:1249-3766 (may have more exons) [Zea mays]
EnSpm__EnSpm-8N_VV_p1	EnSpm-8N_VV_p1	EnSpm	DNA/CMC-EnSpm	735	RepeatPeps	EnSpm-8N_VV_p1#DNA/CMC-EnSpm RBRM:EnSpm-8N_VV (may have more exons) [Vitis vinifera]
EnSpm__EnSpm-9_HM	EnSpm-9_HM	EnSpm	DNA/CMC-EnSpm	662	RepeatPeps	EnSpm-9_HM#DNA/CMC-EnSpm RBRM:EnSpm-9_HM cds_range:215-2201 [Hydra vulgaris]
EnSpm__EnSpm-9_OS_p1	EnSpm-9_OS_p1	EnSpm	DNA/CMC-EnSpm	732	RepeatPeps	EnSpm-9_OS_p1#DNA/CMC-EnSpm RBRM:EnSpm-9_OS cds_range:1526-3722 (may have more exons) [Oryza sativa]
EnSpm__EnSpm-9_ZM_p1	EnSpm-9_ZM_p1	EnSpm	DNA/CMC-EnSpm	831	RepeatPeps	EnSpm-9_ZM_p1#DNA/CMC-EnSpm RBRM:ENSPM-9_ZM cds_range:4436-6929 (may have more exons) [Zea mays]
EnSpm__EnSpm-10_CCri_2p	EnSpm-10_CCri_2p	EnSpm	DNA/CMC-EnSpm	414	RepeatPeps	EnSpm-10_CCri_2p#DNA/CMC-EnSpm RBRM:EnSpm-10_CCri rev:1 cds_range:6762-5520 [Chondrus crispus]
EnSpm__EnSpm-10_CCri_3p	EnSpm-10_CCri_3p	EnSpm	DNA/CMC-EnSpm	1025	RepeatPeps	EnSpm-10_CCri_3p#DNA/CMC-EnSpm RBRM:EnSpm-10_CCri cds_range:7272-10347 [Chondrus crispus]
EnSpm__EnSpm-10_FV_tp	EnSpm-10_FV_tp	EnSpm	DNA/CMC-EnSpm	1068	RepeatPeps	EnSpm-10_FV_tp#DNA/CMC-EnSpm RBRM:EnSpm-10_FV cds_range:509-3825 exons:509-3096;3208-3825 via genewise with EnSpm-2_Mad [Fragaria vesca]
EnSpm__EnSpm-10_HM	EnSpm-10_HM	EnSpm	DNA/CMC-EnSpm	647	RepeatPeps	EnSpm-10_HM#DNA/CMC-EnSpm RBRM:EnSpm-10_HM cds_range:1172-3113 [Hydra vulgaris]
EnSpm__EnSpm-10_OS_p1	EnSpm-10_OS_p1	EnSpm	DNA/CMC-EnSpm	858	RepeatPeps	EnSpm-10_OS_p1#DNA/CMC-EnSpm RBRM:EnSpm-10_OS cds_range:5837-8411 (may have more exons) [Oryza sativa]
EnSpm__EnSpm-10_ZM_p1	EnSpm-10_ZM_p1	EnSpm	DNA/CMC-EnSpm	889	RepeatPeps	EnSpm-10_ZM_p1#DNA/CMC-EnSpm RBRM:EnSpm-10_ZM cds_range:1979-4646 (may have more exons) EnSpm-14_SBi very similar. [Zea mays]
EnSpm__EnSpm-11_HM	EnSpm-11_HM	EnSpm	DNA/CMC-EnSpm	839	RepeatPeps	EnSpm-11_HM#DNA/CMC-EnSpm RBRM:EnSpm-11_HM cds_range:575-3092 [Hydra vulgaris]
EnSpm__EnSpm-11_OS_p1	EnSpm-11_OS_p1	EnSpm	DNA/CMC-EnSpm	842	RepeatPeps	EnSpm-11_OS_p1#DNA/CMC-EnSpm RBRM:EnSpm-11_OS cds_range:1318-3844 (may have more exons) [Oryza sativa]
EnSpm__EnSpm-11_STu_gag	EnSpm-11_STu_gag	EnSpm	DNA/CMC-EnSpm	350	RepeatPeps	EnSpm-11_STu_gag#DNA/CMC-EnSpm RBRM:EnSpm-11_STu rev:1 cds_range:11638-10588 [Solanum tuberosum]
EnSpm__EnSpm-11_ZM_p1	EnSpm-11_ZM_p1	EnSpm	DNA/CMC-EnSpm	841	RepeatPeps	EnSpm-11_ZM_p1#DNA/CMC-EnSpm RBRM:EnSpm-11_ZM cds_range:1181-3704 (may have more exons) [Zea mays]
EnSpm__EnSpm-12_HM	EnSpm-12_HM	EnSpm	DNA/CMC-EnSpm	651	RepeatPeps	EnSpm-12_HM#DNA/CMC-EnSpm RBRM:EnSpm-12_HM cds_range:178-2131 [Hydra vulgaris]
EnSpm__EnSpm-12_OS_p1	EnSpm-12_OS_p1	EnSpm	DNA/CMC-EnSpm	851	RepeatPeps	EnSpm-12_OS_p1#DNA/CMC-EnSpm RBRM:EnSpm-12_OS cds_range:1578-4131 (may have more exons) [Oryza sativa]
EnSpm__EnSpm-12_ZM_p1	EnSpm-12_ZM_p1	EnSpm	DNA/CMC-EnSpm	844	RepeatPeps	EnSpm-12_ZM_p1#DNA/CMC-EnSpm RBRM:EnSpm-12_ZM cds_range:992-3524 (may have more exons) [Zea mays]
EnSpm__EnSpm-13_HM	EnSpm-13_HM	EnSpm	DNA/CMC-EnSpm	664	RepeatPeps	EnSpm-13_HM#DNA/CMC-EnSpm RBRM:EnSpm-13_HM frameshifts:1 stops:1 cds_range:1212-3205 via tfasty with EnSpm-6_HM [Hydra vulgaris]
EnSpm__EnSpm-13_OS_p1	EnSpm-13_OS_p1	EnSpm	DNA/CMC-EnSpm	870	RepeatPeps	EnSpm-13_OS_p1#DNA/CMC-EnSpm RBRM:EnSpm-13_OS cds_range:6391-9001 (may have more exons) [Oryza sativa]
EnSpm__EnSpm-13_VV_tp	EnSpm-13_VV_tp	EnSpm	DNA/CMC-EnSpm	1078	RepeatPeps	EnSpm-13_VV_tp#DNA/CMC-EnSpm RBRM:EnSpm-13_VV frameshifts:1 stops:1 cds_range:2756-6150 exons:2756-5220;5309-5426;5495-6150 via genewise with EnSpm-5_FV [Vitis vinifera]
EnSpm__EnSpm-13_ZM_p1	EnSpm-13_ZM_p1	EnSpm	DNA/CMC-EnSpm	927	RepeatPeps	EnSpm-13_ZM_p1#DNA/CMC-EnSpm RBRM:EnSpm-13_ZM cds_range:1740-4521 (may have more exons) [Zea mays]
EnSpm__EnSpm-14_HM	EnSpm-14_HM	EnSpm	DNA/CMC-EnSpm	672	RepeatPeps	EnSpm-14_HM#DNA/CMC-EnSpm RBRM:EnSpm-14_HM cds_range:286-2302 [Hydra vulgaris]
EnSpm__EnSpm-14_OS_p1	EnSpm-14_OS_p1	EnSpm	DNA/CMC-EnSpm	855	RepeatPeps	EnSpm-14_OS_p1#DNA/CMC-EnSpm RBRM:EnSpm-14_OS cds_range:6004-8569 (may have more exons) [Oryza sativa]
EnSpm__EnSpm-14_SBi_p2	EnSpm-14_SBi_p2	EnSpm	DNA/CMC-EnSpm	422	RepeatPeps	EnSpm-14_SBi_p2#DNA/CMC-EnSpm RBRM:EnSpm-14_SBi frameshifts:7 cds_range:4353-6018 exons:4353-4666;4750-4948;5092-5223;5307-5487;5579-6018 via genewise with EnSpm5_SB_p2 [Sorghum bicolor]
EnSpm__EnSpm-14_ZM	EnSpm-14_ZM	EnSpm	DNA/CMC-EnSpm	753	RepeatPeps	EnSpm-14_ZM#DNA/CMC-EnSpm RBRM:EnSpm-14_ZM cds_range:1303-3562 [Zea mays]
EnSpm__EnSpm-15_HM	EnSpm-15_HM	EnSpm	DNA/CMC-EnSpm	783	RepeatPeps	EnSpm-15_HM#DNA/CMC-EnSpm RBRM:EnSpm-15_HM frameshifts:2 cds_range:355-2704 via tfasty with EnSpm-4_DR_p1 [Hydra vulgaris]
EnSpm__EnSpm-15_OS_p1	EnSpm-15_OS_p1	EnSpm	DNA/CMC-EnSpm	731	RepeatPeps	EnSpm-15_OS_p1#DNA/CMC-EnSpm RBRM:EnSpm-15_OS cds_range:1254-3447 (may have more exons) [Oryza sativa]
EnSpm__EnSpm-16_HM	EnSpm-16_HM	EnSpm	DNA/CMC-EnSpm	787	RepeatPeps	EnSpm-16_HM#DNA/CMC-EnSpm RBRM:EnSpm-16_HM cds_range:1864-4225 [Hydra vulgaris]
EnSpm__EnSpm-16_OS_p1	EnSpm-16_OS_p1	EnSpm	DNA/CMC-EnSpm	856	RepeatPeps	EnSpm-16_OS_p1#DNA/CMC-EnSpm RBRM:EnSpm-16_OS cds_range:2116-4684 (may have more exons) [Oryza sativa]
EnSpm__EnSpm-17_CCri_2p	EnSpm-17_CCri_2p	EnSpm	DNA/CMC-EnSpm	1138	RepeatPeps	EnSpm-17_CCri_2p#DNA/CMC-EnSpm RBRM:EnSpm-17_CCri cds_range:10461-13875 [Chondrus crispus]
EnSpm__EnSpm-17_HM	EnSpm-17_HM	EnSpm	DNA/CMC-EnSpm	679	RepeatPeps	EnSpm-17_HM#DNA/CMC-EnSpm RBRM:EnSpm-17_HM frameshifts:1 cds_range:519-2557 via tfasty with EnSpm-6_DR [Hydra vulgaris]
EnSpm__EnSpm-18_CCri	EnSpm-18_CCri	EnSpm	DNA/CMC-EnSpm	1077	RepeatPeps	EnSpm-18_CCri#DNA/CMC-EnSpm RBRM:EnSpm-18_CCri cds_range:4315-7546 [Chondrus crispus]
EnSpm__EnSpm-18_HMa	EnSpm-18_HMa	EnSpm	DNA/CMC-EnSpm	1077	RepeatPeps	EnSpm-18_HMa#DNA/CMC-EnSpm RBRM:EnSpm-18_HMa cds_range:805-4160 exons:805-1439;1563-4160 Genscan predicition 1 intron. [Hydra vulgaris]
EnSpm__EnSpm-18_SBi_1p	EnSpm-18_SBi_1p	EnSpm	DNA/CMC-EnSpm	1168	RepeatPeps	EnSpm-18_SBi_1p#DNA/CMC-EnSpm RBRM:EnSpm-18_SBi cds_range:739-4243 [Sorghum bicolor]
EnSpm__EnSpm-18_SBi_2p	EnSpm-18_SBi_2p	EnSpm	DNA/CMC-EnSpm	606	RepeatPeps	EnSpm-18_SBi_2p#DNA/CMC-EnSpm RBRM:EnSpm-18_SBi cds_range:6615-8433 [Sorghum bicolor]
EnSpm__EnSpm-19_HMa	EnSpm-19_HMa	EnSpm	DNA/CMC-EnSpm	1052	RepeatPeps	EnSpm-19_HMa#DNA/CMC-EnSpm RBRM:EnSpm-19_HMa cds_range:1008-4984 exons:1008-1645;1756-1874;1989-2140;2460-2614;2888-4984 via genewise with EnSpm-18_HMa [Hydra vulgaris]
EnSpm__EnSpm-19_SBi_tp	EnSpm-19_SBi_tp	EnSpm	DNA/CMC-EnSpm	900	RepeatPeps	EnSpm-19_SBi_tp#DNA/CMC-EnSpm RBRM:EnSpm-19_SBi cds_range:2592-5292 [Sorghum bicolor]
EnSpm__EnSpm-20_CCri_2p	EnSpm-20_CCri_2p	EnSpm	DNA/CMC-EnSpm	1071	RepeatPeps	EnSpm-20_CCri_2p#DNA/CMC-EnSpm RBRM:EnSpm-20_CCri cds_range:7587-10800 [Chondrus crispus]
EnSpm__EnSpm-20_HMa	EnSpm-20_HMa	EnSpm	DNA/CMC-EnSpm	1048	RepeatPeps	EnSpm-20_HMa#DNA/CMC-EnSpm RBRM:EnSpm-20_HMa cds_range:740-5751 exons:740-1410;1479-1588;1699-1986;3673-5751 via genewise with EnSpm-18_HMa [Hydra vulgaris]
EnSpm__EnSpm-20_SBi_tp	EnSpm-20_SBi_tp	EnSpm	DNA/CMC-EnSpm	913	RepeatPeps	EnSpm-20_SBi_tp#DNA/CMC-EnSpm RBRM:EnSpm-20_SBi cds_range:1024-3763 [Sorghum bicolor]
EnSpm__EnSpm-21_CCri_tp	EnSpm-21_CCri_tp	EnSpm	DNA/CMC-EnSpm	1024	RepeatPeps	EnSpm-21_CCri_tp#DNA/CMC-EnSpm RBRM:EnSpm-21_CCri cds_range:1455-4527 [Chondrus crispus]
EnSpm__EnSpm-21_HMa	EnSpm-21_HMa	EnSpm	DNA/CMC-EnSpm	1048	RepeatPeps	EnSpm-21_HMa#DNA/CMC-EnSpm RBRM:EnSpm-21_HMa cds_range:909-4416 exons:909-1546;1909-4416 via genewise with EnSpm-18_HMa [Hydra vulgaris]
EnSpm__EnSpm-22_CCri_tp	EnSpm-22_CCri_tp	EnSpm	DNA/CMC-EnSpm	1025	RepeatPeps	EnSpm-22_CCri_tp#DNA/CMC-EnSpm RBRM:EnSpm-22_CCri rev:1 cds_range:3667-592 [Chondrus crispus]
EnSpm__EnSpm-22_HMa	EnSpm-22_HMa	EnSpm	DNA/CMC-EnSpm	978	RepeatPeps	EnSpm-22_HMa#DNA/CMC-EnSpm RBRM:EnSpm-22_HMa frameshifts:9 stops:3 cds_range:708-5381 exons:708-1343;1568-1709;2947-3105;3246-3403;3547-5381 via genewise with EnSpm-19_HMa [Hydra vulgaris]
EnSpm__EnSpm-22_SBi_tp	EnSpm-22_SBi_tp	EnSpm	DNA/CMC-EnSpm	1167	RepeatPeps	EnSpm-22_SBi_tp#DNA/CMC-EnSpm RBRM:EnSpm-22_SBi cds_range:1313-4814 [Sorghum bicolor]
EnSpm__EnSpm-23_CCri	EnSpm-23_CCri	EnSpm	DNA/CMC-EnSpm	1087	RepeatPeps	EnSpm-23_CCri#DNA/CMC-EnSpm RBRM:EnSpm-23_CCri cds_range:2888-6149 [Chondrus crispus]
EnSpm__EnSpm-26_CCri_2p	EnSpm-26_CCri_2p	EnSpm	DNA/CMC-EnSpm	331	RepeatPeps	EnSpm-26_CCri_2p#DNA/CMC-EnSpm RBRM:EnSpm-26_CCri rev:1 cds_range:5574-4581 [Chondrus crispus]
EnSpm__EnSpm-26_CCri_3p	EnSpm-26_CCri_3p	EnSpm	DNA/CMC-EnSpm	1123	RepeatPeps	EnSpm-26_CCri_3p#DNA/CMC-EnSpm RBRM:EnSpm-26_CCri cds_range:6197-9566 [Chondrus crispus]
EnSpm__EnSpm-26_SBi_tp	EnSpm-26_SBi_tp	EnSpm	DNA/CMC-EnSpm	846	RepeatPeps	EnSpm-26_SBi_tp#DNA/CMC-EnSpm RBRM:EnSpm-26_SBi cds_range:2725-5263 [Sorghum bicolor]
EnSpm__EnSpm-27_CCri	EnSpm-27_CCri	EnSpm	DNA/CMC-EnSpm	1110	RepeatPeps	EnSpm-27_CCri#DNA/CMC-EnSpm RBRM:EnSpm-27_CCri cds_range:5392-8722 [Chondrus crispus]
EnSpm__EnSpm-30_SBi_env	EnSpm-30_SBi_env	EnSpm	DNA/CMC-EnSpm	542	RepeatPeps	EnSpm-30_SBi_env#DNA/CMC-EnSpm RBRM:EnSpm-30_SBi rev:1 cds_range:2554-928 [Sorghum bicolor]
EnSpm__EnSpm-30_SBi_p2	EnSpm-30_SBi_p2	EnSpm	DNA/CMC-EnSpm	889	RepeatPeps	EnSpm-30_SBi_p2#DNA/CMC-EnSpm RBRM:EnSpm-30_SBi cds_range:27830-30497 [Sorghum bicolor]
EnSpm__EnSpm-34_CCri_1p	EnSpm-34_CCri_1p	EnSpm	DNA/CMC-EnSpm	448	RepeatPeps	EnSpm-34_CCri_1p#DNA/CMC-EnSpm RBRM:EnSpm-34_CCri rev:1 cds_range:6393-5049 [Chondrus crispus]
EnSpm__EnSpm-34_SBi_1p	EnSpm-34_SBi_1p	EnSpm	DNA/CMC-EnSpm	858	RepeatPeps	EnSpm-34_SBi_1p#DNA/CMC-EnSpm RBRM:EnSpm-34_SBi cds_range:1686-4260 [Sorghum bicolor]
EnSpm__EnSpm-36_SBi_1p	EnSpm-36_SBi_1p	EnSpm	DNA/CMC-EnSpm	1178	RepeatPeps	EnSpm-36_SBi_1p#DNA/CMC-EnSpm RBRM:EnSpm-36_SBi cds_range:574-4108 [Sorghum bicolor]
EnSpm__EnSpm-36_SBi_2p	EnSpm-36_SBi_2p	EnSpm	DNA/CMC-EnSpm	641	RepeatPeps	EnSpm-36_SBi_2p#DNA/CMC-EnSpm RBRM:EnSpm-36_SBi cds_range:6123-8046 [Sorghum bicolor]
EnSpm__EnSpm-39_SBi	EnSpm-39_SBi	EnSpm	DNA/CMC-EnSpm	844	RepeatPeps	EnSpm-39_SBi#DNA/CMC-EnSpm RBRM:EnSpm-39_SBi cds_range:1503-4035 [Sorghum bicolor]
EnSpm__EnSpm-40_SBi_1p	EnSpm-40_SBi_1p	EnSpm	DNA/CMC-EnSpm	859	RepeatPeps	EnSpm-40_SBi_1p#DNA/CMC-EnSpm RBRM:EnSpm-40_SBi cds_range:1350-3927 [Sorghum bicolor]
EnSpm__EnSpm-41_SBi_1p	EnSpm-41_SBi_1p	EnSpm	DNA/CMC-EnSpm	856	RepeatPeps	EnSpm-41_SBi_1p#DNA/CMC-EnSpm RBRM:EnSpm-41_SBi cds_range:1230-3798 [Sorghum bicolor]
EnSpm__EnSpm-44_SBi_1p	EnSpm-44_SBi_1p	EnSpm	DNA/CMC-EnSpm	726	RepeatPeps	EnSpm-44_SBi_1p#DNA/CMC-EnSpm RBRM:EnSpm-44_SBi cds_range:1437-3615 [Sorghum bicolor]
EnSpm__EnSpm_AC	EnSpm_AC	EnSpm	DNA/CMC-EnSpm	613	RepeatPeps	EnSpm_AC#DNA/CMC-EnSpm RBRM:ENSPM_AC frameshifts:7 cds_range:72-1908 via tfasty with EnSpm1_PT [Allium cepa]
EnSpm__EnSpm_CA	EnSpm_CA	EnSpm	DNA/CMC-EnSpm	366	RepeatPeps	EnSpm_CA#DNA/CMC-EnSpm RBRM:ENSPM_CA frameshifts:1 cds_range:10-1109 (fragment of tp only) via tfasty with EnSpm_MT [Cicer arietinum]
EnSpm__EnSpm_MT	EnSpm_MT	EnSpm	DNA/CMC-EnSpm	1186	RepeatPeps	EnSpm_MT#DNA/CMC-EnSpm RBRM:ENSPM_MT frameshifts:1 stops:1 cds_range:1876-5435 [Medicago truncatula]
EnSpm__EnSpm_OS	EnSpm_OS	EnSpm	DNA/CMC-EnSpm	1115	RepeatPeps	EnSpm_OS#DNA/CMC-EnSpm RBRM:ENSPM_OS cds_range:841-4186 [Oryza sativa]
EnSpm__OShooter_p1	OShooter_p1	EnSpm	DNA/CMC-EnSpm	891	RepeatPeps	OShooter_p1#DNA/CMC-EnSpm RBRM:OSHOOTER cds_range:4446-7119 [Oryza sativa]
EnSpm__OShooter_p2	OShooter_p2	EnSpm	DNA/CMC-EnSpm	181	RepeatPeps	OShooter_p2#DNA/CMC-EnSpm RBRM:OSHOOTER cds_range:7351-7894 [Oryza sativa]
EnSpm__PSL	PSL	EnSpm	DNA/CMC-EnSpm	1127	RepeatPeps	PSL#DNA/CMC-EnSpm RBRM:PSL cds_range:1926-5647 exons:1926-3565;3655-4336;4409-4724;4814-4914;5004-5647 genewised with ATEnSpm6 (poly E removed) [Petunia]
EnSpm__Shooter_ZM	Shooter_ZM	EnSpm	DNA/CMC-EnSpm	792	RepeatPeps	Shooter_ZM#DNA/CMC-EnSpm RBRM:SHOOTER_ZM cds_range:2681-5057 [Zea mays]
EnSpm__SmTRC1	SmTRC1	EnSpm	DNA/CMC-EnSpm	560	RepeatPeps	SmTRC1#DNA/CMC-EnSpm RBRM:SmTRC1 cds_range:877-2557 [Schistosoma mansoni]
EnSpm__SPMLIKE_p1	SPMLIKE_p1	EnSpm	DNA/CMC-EnSpm	1110	RepeatPeps	SPMLIKE_p1#DNA/CMC-EnSpm RBRM:SPMLIKE cds_range:892-4222 [Oryza sativa]
EnSpm__SPMLIKE_p2	SPMLIKE_p2	EnSpm	DNA/CMC-EnSpm	840	RepeatPeps	SPMLIKE_p2#DNA/CMC-EnSpm RBRM:SPMLIKE cds_range:6829-9444 exons:6829-8250;8345-9444 via genewise with EnSpm-4_HV_p2, 1 intron. [Oryza sativa]
EnSpm__TDC1	TDC1	EnSpm	DNA/CMC-EnSpm	520	RepeatPeps	TDC1#DNA/CMC-EnSpm RBRM:TDC1 cds_range:1373-2933 [Daucus carota]
EnSpm__EnSpm-2_CCri_4p	EnSpm-2_CCri_4p	EnSpm	DNA/CMC-EnSpm	769	RepeatPeps	EnSpm-2_CCri_4p#DNA/CMC-EnSpm RBRM:EnSpm-2_CCri rev:1 cds_range:20510-18203 [Chondrus crispus]
