"","ins1","ins2","k80","chr1","start1","end1","chr2","start2","end2","mid1","mid2","same_chr","genomic_dist_mid","genomic_dist_edge","in_gap","rank"
"1200","A6-Wild5B_64","A6-Wild5B_63",0.0364814473634827,"X",10644563,10644563,"X",9440961,9440963,10644563,9440962,TRUE,1203601,1203600,TRUE,1200
"1201","A6-Wild5B_82","A6-Wild5B_63",0.0365075678296077,"X",12348619,12348619,"X",9440961,9440963,12348619,9440962,TRUE,2907657,2907656,TRUE,1201
"1202","A6-Wild5B_30","A6-Wild5B_23",0.0365659528109536,"2L",13575158,13575158,"2L",2003771,2003771,13575158,2003771,TRUE,11571387,11571387,TRUE,1202
"1203","A6-Wild5B_55","A6-Wild5B_30",0.0365659528109536,"2L",18286654,18286654,"2L",13575158,13575158,18286654,13575158,TRUE,4711496,4711496,TRUE,1203
"1204","A6-Wild5B_65","A6-Wild5B_59",0.0365659528109536,"X",11427328,11427328,"X",5113101,5113105,11427328,5113103,TRUE,6314225,6314223,TRUE,1204
"1205","A6-Wild5B_40","A6-Wild5B_30",0.0365921946798428,"2L",21078116,21078116,"2L",13575158,13575158,21078116,13575158,TRUE,7502958,7502958,TRUE,1205
"1206","A6-Wild5B_46","A6-Wild5B_30",0.0365921946798428,"2L",7934109,7934109,"2L",13575158,13575158,7934109,13575158,TRUE,5641049,5641049,TRUE,1206
"1207","A6-Wild5B_65","A6-Wild5B_63",0.0365921946798428,"X",11427328,11427328,"X",9440961,9440963,11427328,9440962,TRUE,1986366,1986365,TRUE,1207
"1208","A6-Wild5B_135","A6-Wild5B_128",0.0365990356976205,"2R",25105373,25105373,"2R",2309839,2311271,25105373,2310555,TRUE,22794818,22794102,TRUE,1208
"1209","A6-Wild5B_140","A6-Wild5B_128",0.0365990356976205,"2R",8301454,8301454,"2R",2309839,2311271,8301454,2310555,TRUE,5990899,5990183,TRUE,1209
"1210","A6-Wild5B_113","A6-Wild5B_104",0.0371651537336474,"3R",17243575,17243575,"3R",29691953,29691953,17243575,29691953,TRUE,12448378,12448378,TRUE,1210
"1211","A6-Wild5B_35","A6-Wild5B_24",0.0371917414144272,"2L",18025740,18025740,"2L",6587078,6587081,18025740,6587079.5,TRUE,11438660.5,11438659,TRUE,1211
"1212","A6-Wild5B_35","A6-Wild5B_32",0.0371917414144272,"2L",18025740,18025740,"2L",15142559,15142559,18025740,15142559,TRUE,2883181,2883181,TRUE,1212
"1213","A6-Wild5B_37","A6-Wild5B_35",0.0371917414144272,"2L",19890229,19890229,"2L",18025740,18025740,19890229,18025740,TRUE,1864489,1864489,TRUE,1213
"1214","A6-Wild5B_48","A6-Wild5B_35",0.0371917414144272,"2L",9564503,9564503,"2L",18025740,18025740,9564503,18025740,TRUE,8461237,8461237,TRUE,1214
"1215","A6-Wild5B_52","A6-Wild5B_35",0.0371917414144272,"2L",14887432,14887432,"2L",18025740,18025740,14887432,18025740,TRUE,3138308,3138308,TRUE,1215
"1216","A6-Wild5B_53","A6-Wild5B_35",0.0371917414144272,"2L",15931742,15931742,"2L",18025740,18025740,15931742,18025740,TRUE,2093998,2093998,TRUE,1216
"1217","A6-Wild5B_113","A6-Wild5B_97",0.0371917414144272,"3R",17243575,17243575,"3R",25086787,25086787,17243575,25086787,TRUE,7843212,7843212,TRUE,1217
"1218","A6-Wild5B_126","A6-Wild5B_113",0.0371917414144272,"3R",30183667,30183667,"3R",17243575,17243575,30183667,17243575,TRUE,12940092,12940092,TRUE,1218
"1219","A6-Wild5B_78","A6-Wild5B_64",0.0371917414144272,"X",7978988,7978988,"X",10644563,10644563,7978988,10644563,TRUE,2665575,2665575,TRUE,1219
"1220","A6-Wild5B_43","A6-Wild5B_24",0.0372183671726329,"2L",3773642,3773642,"2L",6587078,6587081,3773642,6587079.5,TRUE,2813437.5,2813436,TRUE,1220
"1221","A6-Wild5B_35","A6-Wild5B_26",0.0372183671726329,"2L",18025740,18025740,"2L",10933389,10933389,18025740,10933389,TRUE,7092351,7092351,TRUE,1221
"1222","A6-Wild5B_35","A6-Wild5B_29",0.0372183671726329,"2L",18025740,18025740,"2L",12325056,12325056,18025740,12325056,TRUE,5700684,5700684,TRUE,1222
"1223","A6-Wild5B_43","A6-Wild5B_32",0.0372183671726329,"2L",3773642,3773642,"2L",15142559,15142559,3773642,15142559,TRUE,11368917,11368917,TRUE,1223
"1224","A6-Wild5B_44","A6-Wild5B_35",0.0372183671726329,"2L",6115657,6115657,"2L",18025740,18025740,6115657,18025740,TRUE,11910083,11910083,TRUE,1224
"1225","A6-Wild5B_43","A6-Wild5B_37",0.0372183671726329,"2L",3773642,3773642,"2L",19890229,19890229,3773642,19890229,TRUE,16116587,16116587,TRUE,1225
"1226","A6-Wild5B_48","A6-Wild5B_43",0.0372183671726329,"2L",9564503,9564503,"2L",3773642,3773642,9564503,3773642,TRUE,5790861,5790861,TRUE,1226
"1227","A6-Wild5B_52","A6-Wild5B_43",0.0372183671726329,"2L",14887432,14887432,"2L",3773642,3773642,14887432,3773642,TRUE,11113790,11113790,TRUE,1227
"1228","A6-Wild5B_53","A6-Wild5B_43",0.0372183671726329,"2L",15931742,15931742,"2L",3773642,3773642,15931742,3773642,TRUE,12158100,12158100,TRUE,1228
"1229","A6-Wild5B_13","A6-Wild5B_2",0.0372183671726329,"3L",10006312,10006312,"3L",5841802,5841802,10006312,5841802,TRUE,4164510,4164510,TRUE,1229
"1230","A6-Wild5B_16","A6-Wild5B_13",0.0372183671726329,"3L",17566666,17566666,"3L",10006312,10006312,17566666,10006312,TRUE,7560354,7560354,TRUE,1230
"1231","A6-Wild5B_113","A6-Wild5B_88",0.0372183671726329,"3R",17243575,17243575,"3R",2387287,2387287,17243575,2387287,TRUE,14856288,14856288,TRUE,1231
"1232","A6-Wild5B_113","A6-Wild5B_91",0.0372183671726329,"3R",17243575,17243575,"3R",10914458,10914458,17243575,10914458,TRUE,6329117,6329117,TRUE,1232
"1233","A6-Wild5B_113","A6-Wild5B_93",0.0372183671726329,"3R",17243575,17243575,"3R",20526431,20526431,17243575,20526431,TRUE,3282856,3282856,TRUE,1233
"1234","A6-Wild5B_113","A6-Wild5B_100",0.0372183671726329,"3R",17243575,17243575,"3R",28106715,28106715,17243575,28106715,TRUE,10863140,10863140,TRUE,1234
"1235","A6-Wild5B_116","A6-Wild5B_113",0.0372183671726329,"3R",17900927,17900927,"3R",17243575,17243575,17900927,17243575,TRUE,657352,657352,TRUE,1235
"1236","A6-Wild5B_121","A6-Wild5B_113",0.0372183671726329,"3R",23293133,23293133,"3R",17243575,17243575,23293133,17243575,TRUE,6049558,6049558,TRUE,1236
"1237","A6-Wild5B_122","A6-Wild5B_113",0.0372183671726329,"3R",25184558,25184558,"3R",17243575,17243575,25184558,17243575,TRUE,7940983,7940983,TRUE,1237
"1238","A6-Wild5B_64","A6-Wild5B_62",0.0372183671726329,"X",10644563,10644563,"X",8035110,8035112,10644563,8035111,TRUE,2609452,2609451,TRUE,1238
"1239","A6-Wild5B_67","A6-Wild5B_64",0.0372183671726329,"X",13431448,13431448,"X",10644563,10644563,13431448,10644563,TRUE,2786885,2786885,TRUE,1239
"1240","A6-Wild5B_76","A6-Wild5B_64",0.0372183671726329,"X",6944927,6944927,"X",10644563,10644563,6944927,10644563,TRUE,3699636,3699636,TRUE,1240
"1241","A6-Wild5B_83","A6-Wild5B_64",0.0372183671726329,"X",14990159,14990159,"X",10644563,10644563,14990159,10644563,TRUE,4345596,4345596,TRUE,1241
"1242","A6-Wild5B_82","A6-Wild5B_78",0.0372183671726329,"X",12348619,12348619,"X",7978988,7978988,12348619,7978988,TRUE,4369631,4369631,TRUE,1242
"1243","A6-Wild5B_43","A6-Wild5B_26",0.0372450310901416,"2L",3773642,3773642,"2L",10933389,10933389,3773642,10933389,TRUE,7159747,7159747,TRUE,1243
"1244","A6-Wild5B_35","A6-Wild5B_27",0.0372450310901416,"2L",18025740,18025740,"2L",11155310,11155311,18025740,11155310.5,TRUE,6870429.5,6870429,TRUE,1244
"1245","A6-Wild5B_43","A6-Wild5B_29",0.0372450310901416,"2L",3773642,3773642,"2L",12325056,12325056,3773642,12325056,TRUE,8551414,8551414,TRUE,1245
"1246","A6-Wild5B_35","A6-Wild5B_33",0.0372450310901416,"2L",18025740,18025740,"2L",17080016,17080016,18025740,17080016,TRUE,945724,945724,TRUE,1246
"1247","A6-Wild5B_44","A6-Wild5B_43",0.0372450310901416,"2L",6115657,6115657,"2L",3773642,3773642,6115657,3773642,TRUE,2342015,2342015,TRUE,1247
"1248","A6-Wild5B_2","A6-Wild5B_1",0.0372450310901416,"3L",5841802,5841802,"3L",5280021,5280021,5841802,5280021,TRUE,561781,561781,TRUE,1248
"1249","A6-Wild5B_16","A6-Wild5B_1",0.0372450310901416,"3L",17566666,17566666,"3L",5280021,5280021,17566666,5280021,TRUE,12286645,12286645,TRUE,1249
"1250","A6-Wild5B_12","A6-Wild5B_2",0.0372450310901416,"3L",9169049,9169049,"3L",5841802,5841802,9169049,5841802,TRUE,3327247,3327247,TRUE,1250
"1251","A6-Wild5B_13","A6-Wild5B_8",0.0372450310901416,"3L",10006312,10006312,"3L",4001152,4001152,10006312,4001152,TRUE,6005160,6005160,TRUE,1251
"1252","A6-Wild5B_16","A6-Wild5B_12",0.0372450310901416,"3L",17566666,17566666,"3L",9169049,9169049,17566666,9169049,TRUE,8397617,8397617,TRUE,1252
"1253","A6-Wild5B_82","A6-Wild5B_62",0.0372450310901416,"X",12348619,12348619,"X",8035110,8035112,12348619,8035111,TRUE,4313508,4313507,TRUE,1253
"1254","A6-Wild5B_82","A6-Wild5B_67",0.0372450310901416,"X",12348619,12348619,"X",13431448,13431448,12348619,13431448,TRUE,1082829,1082829,TRUE,1254
"1255","A6-Wild5B_82","A6-Wild5B_76",0.0372450310901416,"X",12348619,12348619,"X",6944927,6944927,12348619,6944927,TRUE,5403692,5403692,TRUE,1255
"1256","A6-Wild5B_83","A6-Wild5B_82",0.0372450310901416,"X",14990159,14990159,"X",12348619,12348619,14990159,12348619,TRUE,2641540,2641540,TRUE,1256
"1257","A6-Wild5B_135","A6-Wild5B_134",0.0372670982945848,"2R",25105373,25105373,"2R",19547861,19547861,25105373,19547861,TRUE,5557512,5557512,TRUE,1257
"1258","A6-Wild5B_140","A6-Wild5B_134",0.0372670982945848,"2R",8301454,8301454,"2R",19547861,19547861,8301454,19547861,TRUE,11246407,11246407,TRUE,1258
"1259","A6-Wild5B_137","A6-Wild5B_135",0.0372670982945848,"2R",5950277,5950277,"2R",25105373,25105373,5950277,25105373,TRUE,19155096,19155096,TRUE,1259
"1260","A6-Wild5B_142","A6-Wild5B_135",0.0372670982945848,"2R",11778230,11778230,"2R",25105373,25105373,11778230,25105373,TRUE,13327143,13327143,TRUE,1260
"1261","A6-Wild5B_140","A6-Wild5B_137",0.0372670982945848,"2R",8301454,8301454,"2R",5950277,5950277,8301454,5950277,TRUE,2351177,2351177,TRUE,1261
"1262","A6-Wild5B_142","A6-Wild5B_140",0.0372670982945848,"2R",11778230,11778230,"2R",8301454,8301454,11778230,8301454,TRUE,3476776,3476776,TRUE,1262
"1263","A6-Wild5B_5","A6-Wild5B_4",0.0372670982945848,"3L",13686794,13686795,"3L",12008163,12008163,13686794.5,12008163,TRUE,1678631.5,1678631,TRUE,1263
"1264","A6-Wild5B_9","A6-Wild5B_5",0.0372670982945848,"3L",4840417,4840417,"3L",13686794,13686795,4840417,13686794.5,TRUE,8846377.5,8846377,TRUE,1264
"1265","A6-Wild5B_106","A6-Wild5B_99",0.0372670982945848,"3R",6228695,6228695,"3R",27859546,27859546,6228695,27859546,TRUE,21630851,21630851,TRUE,1265
"1266","A6-Wild5B_106","A6-Wild5B_103",0.0372670982945848,"3R",6228695,6228695,"3R",29470824,29470824,6228695,29470824,TRUE,23242129,23242129,TRUE,1266
"1267","A6-Wild5B_43","A6-Wild5B_27",0.0372717332490643,"2L",3773642,3773642,"2L",11155310,11155311,3773642,11155310.5,TRUE,7381668.5,7381668,TRUE,1267
"1268","A6-Wild5B_43","A6-Wild5B_33",0.0372717332490643,"2L",3773642,3773642,"2L",17080016,17080016,3773642,17080016,TRUE,13306374,13306374,TRUE,1268
"1269","A6-Wild5B_8","A6-Wild5B_1",0.0372717332490643,"3L",4001152,4001152,"3L",5280021,5280021,4001152,5280021,TRUE,1278869,1278869,TRUE,1269
"1270","A6-Wild5B_13","A6-Wild5B_3",0.0372717332490643,"3L",10006312,10006312,"3L",9319648,9319648,10006312,9319648,TRUE,686664,686664,TRUE,1270
"1271","A6-Wild5B_12","A6-Wild5B_8",0.0372717332490643,"3L",9169049,9169049,"3L",4001152,4001152,9169049,4001152,TRUE,5167897,5167897,TRUE,1271
"1272","A6-Wild5B_104","A6-Wild5B_94",0.0372783011336186,"3R",29691953,29691953,"3R",20782843,20782843,29691953,20782843,TRUE,8909110,8909110,TRUE,1272
"1273","A6-Wild5B_120","A6-Wild5B_104",0.0372783011336186,"3R",22494566,22494566,"3R",29691953,29691953,22494566,29691953,TRUE,7197387,7197387,TRUE,1273
"1274","A6-Wild5B_15","A6-Wild5B_4",0.0372938327710491,"3L",13686395,13686395,"3L",12008163,12008163,13686395,12008163,TRUE,1678232,1678232,TRUE,1274
"1275","A6-Wild5B_15","A6-Wild5B_9",0.0372938327710491,"3L",13686395,13686395,"3L",4840417,4840417,13686395,4840417,TRUE,8845978,8845978,TRUE,1275
"1276","A6-Wild5B_123","A6-Wild5B_99",0.0372938327710491,"3R",25937673,25937673,"3R",27859546,27859546,25937673,27859546,TRUE,1921873,1921873,TRUE,1276
"1277","A6-Wild5B_123","A6-Wild5B_103",0.0372938327710491,"3R",25937673,25937673,"3R",29470824,29470824,25937673,29470824,TRUE,3533151,3533151,TRUE,1277
"1278","A6-Wild5B_3","A6-Wild5B_1",0.0372984737317485,"3L",9319648,9319648,"3L",5280021,5280021,9319648,5280021,TRUE,4039627,4039627,TRUE,1278
"1279","A6-Wild5B_12","A6-Wild5B_3",0.0372984737317485,"3L",9169049,9169049,"3L",9319648,9319648,9169049,9319648,TRUE,150599,150599,TRUE,1279
"1280","A6-Wild5B_24","A6-Wild5B_23",0.037305051245609,"2L",6587078,6587081,"2L",2003771,2003771,6587079.5,2003771,TRUE,4583308.5,4583307,TRUE,1280
"1281","A6-Wild5B_32","A6-Wild5B_23",0.037305051245609,"2L",15142559,15142559,"2L",2003771,2003771,15142559,2003771,TRUE,13138788,13138788,TRUE,1281
"1282","A6-Wild5B_37","A6-Wild5B_23",0.037305051245609,"2L",19890229,19890229,"2L",2003771,2003771,19890229,2003771,TRUE,17886458,17886458,TRUE,1282
"1283","A6-Wild5B_48","A6-Wild5B_23",0.037305051245609,"2L",9564503,9564503,"2L",2003771,2003771,9564503,2003771,TRUE,7560732,7560732,TRUE,1283
"1284","A6-Wild5B_52","A6-Wild5B_23",0.037305051245609,"2L",14887432,14887432,"2L",2003771,2003771,14887432,2003771,TRUE,12883661,12883661,TRUE,1284
"1285","A6-Wild5B_53","A6-Wild5B_23",0.037305051245609,"2L",15931742,15931742,"2L",2003771,2003771,15931742,2003771,TRUE,13927971,13927971,TRUE,1285
"1286","A6-Wild5B_55","A6-Wild5B_24",0.037305051245609,"2L",18286654,18286654,"2L",6587078,6587081,18286654,6587079.5,TRUE,11699574.5,11699573,TRUE,1286
"1287","A6-Wild5B_55","A6-Wild5B_32",0.037305051245609,"2L",18286654,18286654,"2L",15142559,15142559,18286654,15142559,TRUE,3144095,3144095,TRUE,1287
"1288","A6-Wild5B_55","A6-Wild5B_37",0.037305051245609,"2L",18286654,18286654,"2L",19890229,19890229,18286654,19890229,TRUE,1603575,1603575,TRUE,1288
"1289","A6-Wild5B_55","A6-Wild5B_48",0.037305051245609,"2L",18286654,18286654,"2L",9564503,9564503,18286654,9564503,TRUE,8722151,8722151,TRUE,1289
"1290","A6-Wild5B_55","A6-Wild5B_52",0.037305051245609,"2L",18286654,18286654,"2L",14887432,14887432,18286654,14887432,TRUE,3399222,3399222,TRUE,1290
"1291","A6-Wild5B_55","A6-Wild5B_53",0.037305051245609,"2L",18286654,18286654,"2L",15931742,15931742,18286654,15931742,TRUE,2354912,2354912,TRUE,1291
"1292","A6-Wild5B_143","A6-Wild5B_141",0.037305051245609,"2R",14518122,14518122,"2R",9243894,9243894,14518122,9243894,TRUE,5274228,5274228,TRUE,1292
"1293","A6-Wild5B_144","A6-Wild5B_141",0.037305051245609,"2R",15722342,15722427,"2R",9243894,9243894,15722384.5,9243894,TRUE,6478490.5,6478448,TRUE,1293
"1294","A6-Wild5B_13","A6-Wild5B_11",0.037305051245609,"3L",10006312,10006312,"3L",8894574,8894574,10006312,8894574,TRUE,1111738,1111738,TRUE,1294
"1295","A6-Wild5B_19","A6-Wild5B_13",0.037305051245609,"3L",20713459,20713459,"3L",10006312,10006312,20713459,10006312,TRUE,10707147,10707147,TRUE,1295
"1296","A6-Wild5B_20","A6-Wild5B_13",0.037305051245609,"3L",22204693,22204693,"3L",10006312,10006312,22204693,10006312,TRUE,12198381,12198381,TRUE,1296
"1297","A6-Wild5B_97","A6-Wild5B_94",0.037305051245609,"3R",25086787,25086787,"3R",20782843,20782843,25086787,20782843,TRUE,4303944,4303944,TRUE,1297
"1298","A6-Wild5B_126","A6-Wild5B_94",0.037305051245609,"3R",30183667,30183667,"3R",20782843,20782843,30183667,20782843,TRUE,9400824,9400824,TRUE,1298
"1299","A6-Wild5B_118","A6-Wild5B_97",0.037305051245609,"3R",20778651,20778651,"3R",25086787,25086787,20778651,25086787,TRUE,4308136,4308136,TRUE,1299
"1300","A6-Wild5B_120","A6-Wild5B_97",0.037305051245609,"3R",22494566,22494566,"3R",25086787,25086787,22494566,25086787,TRUE,2592221,2592221,TRUE,1300
"1301","A6-Wild5B_118","A6-Wild5B_104",0.037305051245609,"3R",20778651,20778651,"3R",29691953,29691953,20778651,29691953,TRUE,8913302,8913302,TRUE,1301
"1302","A6-Wild5B_126","A6-Wild5B_118",0.037305051245609,"3R",30183667,30183667,"3R",20778651,20778651,30183667,20778651,TRUE,9405016,9405016,TRUE,1302
"1303","A6-Wild5B_126","A6-Wild5B_120",0.037305051245609,"3R",30183667,30183667,"3R",22494566,22494566,30183667,22494566,TRUE,7689101,7689101,TRUE,1303
"1304","A6-Wild5B_78","A6-Wild5B_65",0.037305051245609,"X",7978988,7978988,"X",11427328,11427328,7978988,11427328,TRUE,3448340,3448340,TRUE,1304
"1305","A6-Wild5B_134","A6-Wild5B_130",0.0373206056423233,"2R",19547861,19547861,"2R",13543833,13543833,19547861,13543833,TRUE,6004028,6004028,TRUE,1305
"1306","A6-Wild5B_137","A6-Wild5B_130",0.0373206056423233,"2R",5950277,5950277,"2R",13543833,13543833,5950277,13543833,TRUE,7593556,7593556,TRUE,1306
"1307","A6-Wild5B_142","A6-Wild5B_130",0.0373206056423233,"2R",11778230,11778230,"2R",13543833,13543833,11778230,13543833,TRUE,1765603,1765603,TRUE,1307
"1308","A6-Wild5B_26","A6-Wild5B_23",0.0373318397851375,"2L",10933389,10933389,"2L",2003771,2003771,10933389,2003771,TRUE,8929618,8929618,TRUE,1308
"1309","A6-Wild5B_29","A6-Wild5B_23",0.0373318397851375,"2L",12325056,12325056,"2L",2003771,2003771,12325056,2003771,TRUE,10321285,10321285,TRUE,1309
"1310","A6-Wild5B_44","A6-Wild5B_23",0.0373318397851375,"2L",6115657,6115657,"2L",2003771,2003771,6115657,2003771,TRUE,4111886,4111886,TRUE,1310
"1311","A6-Wild5B_40","A6-Wild5B_24",0.0373318397851375,"2L",21078116,21078116,"2L",6587078,6587081,21078116,6587079.5,TRUE,14491036.5,14491035,TRUE,1311
"1312","A6-Wild5B_46","A6-Wild5B_24",0.0373318397851375,"2L",7934109,7934109,"2L",6587078,6587081,7934109,6587079.5,TRUE,1347029.5,1347028,TRUE,1312
"1313","A6-Wild5B_40","A6-Wild5B_26",0.0373318397851375,"2L",21078116,21078116,"2L",10933389,10933389,21078116,10933389,TRUE,10144727,10144727,TRUE,1313
"1314","A6-Wild5B_55","A6-Wild5B_26",0.0373318397851375,"2L",18286654,18286654,"2L",10933389,10933389,18286654,10933389,TRUE,7353265,7353265,TRUE,1314
"1315","A6-Wild5B_40","A6-Wild5B_29",0.0373318397851375,"2L",21078116,21078116,"2L",12325056,12325056,21078116,12325056,TRUE,8753060,8753060,TRUE,1315
"1316","A6-Wild5B_55","A6-Wild5B_29",0.0373318397851375,"2L",18286654,18286654,"2L",12325056,12325056,18286654,12325056,TRUE,5961598,5961598,TRUE,1316
"1317","A6-Wild5B_40","A6-Wild5B_32",0.0373318397851375,"2L",21078116,21078116,"2L",15142559,15142559,21078116,15142559,TRUE,5935557,5935557,TRUE,1317
"1318","A6-Wild5B_46","A6-Wild5B_32",0.0373318397851375,"2L",7934109,7934109,"2L",15142559,15142559,7934109,15142559,TRUE,7208450,7208450,TRUE,1318
"1319","A6-Wild5B_40","A6-Wild5B_37",0.0373318397851375,"2L",21078116,21078116,"2L",19890229,19890229,21078116,19890229,TRUE,1187887,1187887,TRUE,1319
"1320","A6-Wild5B_46","A6-Wild5B_37",0.0373318397851375,"2L",7934109,7934109,"2L",19890229,19890229,7934109,19890229,TRUE,11956120,11956120,TRUE,1320
"1321","A6-Wild5B_48","A6-Wild5B_40",0.0373318397851375,"2L",9564503,9564503,"2L",21078116,21078116,9564503,21078116,TRUE,11513613,11513613,TRUE,1321
"1322","A6-Wild5B_52","A6-Wild5B_40",0.0373318397851375,"2L",14887432,14887432,"2L",21078116,21078116,14887432,21078116,TRUE,6190684,6190684,TRUE,1322
"1323","A6-Wild5B_53","A6-Wild5B_40",0.0373318397851375,"2L",15931742,15931742,"2L",21078116,21078116,15931742,21078116,TRUE,5146374,5146374,TRUE,1323
"1324","A6-Wild5B_55","A6-Wild5B_44",0.0373318397851375,"2L",18286654,18286654,"2L",6115657,6115657,18286654,6115657,TRUE,12170997,12170997,TRUE,1324
"1325","A6-Wild5B_48","A6-Wild5B_46",0.0373318397851375,"2L",9564503,9564503,"2L",7934109,7934109,9564503,7934109,TRUE,1630394,1630394,TRUE,1325
"1326","A6-Wild5B_52","A6-Wild5B_46",0.0373318397851375,"2L",14887432,14887432,"2L",7934109,7934109,14887432,7934109,TRUE,6953323,6953323,TRUE,1326
"1327","A6-Wild5B_53","A6-Wild5B_46",0.0373318397851375,"2L",15931742,15931742,"2L",7934109,7934109,15931742,7934109,TRUE,7997633,7997633,TRUE,1327
"1328","A6-Wild5B_11","A6-Wild5B_1",0.0373318397851375,"3L",8894574,8894574,"3L",5280021,5280021,8894574,5280021,TRUE,3614553,3614553,TRUE,1328
"1329","A6-Wild5B_19","A6-Wild5B_1",0.0373318397851375,"3L",20713459,20713459,"3L",5280021,5280021,20713459,5280021,TRUE,15433438,15433438,TRUE,1329
"1330","A6-Wild5B_20","A6-Wild5B_1",0.0373318397851375,"3L",22204693,22204693,"3L",5280021,5280021,22204693,5280021,TRUE,16924672,16924672,TRUE,1330
"1331","A6-Wild5B_12","A6-Wild5B_11",0.0373318397851375,"3L",9169049,9169049,"3L",8894574,8894574,9169049,8894574,TRUE,274475,274475,TRUE,1331
"1332","A6-Wild5B_19","A6-Wild5B_12",0.0373318397851375,"3L",20713459,20713459,"3L",9169049,9169049,20713459,9169049,TRUE,11544410,11544410,TRUE,1332
"1333","A6-Wild5B_20","A6-Wild5B_12",0.0373318397851375,"3L",22204693,22204693,"3L",9169049,9169049,22204693,9169049,TRUE,13035644,13035644,TRUE,1333
"1334","A6-Wild5B_90","A6-Wild5B_88",0.0373318397851375,"3R",10496725,10496725,"3R",2387287,2387287,10496725,2387287,TRUE,8109438,8109438,TRUE,1334
"1335","A6-Wild5B_94","A6-Wild5B_88",0.0373318397851375,"3R",20782843,20782843,"3R",2387287,2387287,20782843,2387287,TRUE,18395556,18395556,TRUE,1335
"1336","A6-Wild5B_118","A6-Wild5B_88",0.0373318397851375,"3R",20778651,20778651,"3R",2387287,2387287,20778651,2387287,TRUE,18391364,18391364,TRUE,1336
"1337","A6-Wild5B_120","A6-Wild5B_88",0.0373318397851375,"3R",22494566,22494566,"3R",2387287,2387287,22494566,2387287,TRUE,20107279,20107279,TRUE,1337
"1338","A6-Wild5B_91","A6-Wild5B_90",0.0373318397851375,"3R",10914458,10914458,"3R",10496725,10496725,10914458,10496725,TRUE,417733,417733,TRUE,1338
"1339","A6-Wild5B_97","A6-Wild5B_90",0.0373318397851375,"3R",25086787,25086787,"3R",10496725,10496725,25086787,10496725,TRUE,14590062,14590062,TRUE,1339
"1340","A6-Wild5B_100","A6-Wild5B_90",0.0373318397851375,"3R",28106715,28106715,"3R",10496725,10496725,28106715,10496725,TRUE,17609990,17609990,TRUE,1340
"1341","A6-Wild5B_104","A6-Wild5B_90",0.0373318397851375,"3R",29691953,29691953,"3R",10496725,10496725,29691953,10496725,TRUE,19195228,19195228,TRUE,1341
"1342","A6-Wild5B_116","A6-Wild5B_90",0.0373318397851375,"3R",17900927,17900927,"3R",10496725,10496725,17900927,10496725,TRUE,7404202,7404202,TRUE,1342
"1343","A6-Wild5B_121","A6-Wild5B_90",0.0373318397851375,"3R",23293133,23293133,"3R",10496725,10496725,23293133,10496725,TRUE,12796408,12796408,TRUE,1343
"1344","A6-Wild5B_122","A6-Wild5B_90",0.0373318397851375,"3R",25184558,25184558,"3R",10496725,10496725,25184558,10496725,TRUE,14687833,14687833,TRUE,1344
"1345","A6-Wild5B_126","A6-Wild5B_90",0.0373318397851375,"3R",30183667,30183667,"3R",10496725,10496725,30183667,10496725,TRUE,19686942,19686942,TRUE,1345
"1346","A6-Wild5B_94","A6-Wild5B_91",0.0373318397851375,"3R",20782843,20782843,"3R",10914458,10914458,20782843,10914458,TRUE,9868385,9868385,TRUE,1346
"1347","A6-Wild5B_118","A6-Wild5B_91",0.0373318397851375,"3R",20778651,20778651,"3R",10914458,10914458,20778651,10914458,TRUE,9864193,9864193,TRUE,1347
"1348","A6-Wild5B_120","A6-Wild5B_91",0.0373318397851375,"3R",22494566,22494566,"3R",10914458,10914458,22494566,10914458,TRUE,11580108,11580108,TRUE,1348
"1349","A6-Wild5B_94","A6-Wild5B_93",0.0373318397851375,"3R",20782843,20782843,"3R",20526431,20526431,20782843,20526431,TRUE,256412,256412,TRUE,1349
"1350","A6-Wild5B_118","A6-Wild5B_93",0.0373318397851375,"3R",20778651,20778651,"3R",20526431,20526431,20778651,20526431,TRUE,252220,252220,TRUE,1350
"1351","A6-Wild5B_120","A6-Wild5B_93",0.0373318397851375,"3R",22494566,22494566,"3R",20526431,20526431,22494566,20526431,TRUE,1968135,1968135,TRUE,1351
"1352","A6-Wild5B_100","A6-Wild5B_94",0.0373318397851375,"3R",28106715,28106715,"3R",20782843,20782843,28106715,20782843,TRUE,7323872,7323872,TRUE,1352
"1353","A6-Wild5B_116","A6-Wild5B_94",0.0373318397851375,"3R",17900927,17900927,"3R",20782843,20782843,17900927,20782843,TRUE,2881916,2881916,TRUE,1353
"1354","A6-Wild5B_121","A6-Wild5B_94",0.0373318397851375,"3R",23293133,23293133,"3R",20782843,20782843,23293133,20782843,TRUE,2510290,2510290,TRUE,1354
"1355","A6-Wild5B_122","A6-Wild5B_94",0.0373318397851375,"3R",25184558,25184558,"3R",20782843,20782843,25184558,20782843,TRUE,4401715,4401715,TRUE,1355
"1356","A6-Wild5B_118","A6-Wild5B_100",0.0373318397851375,"3R",20778651,20778651,"3R",28106715,28106715,20778651,28106715,TRUE,7328064,7328064,TRUE,1356
"1357","A6-Wild5B_120","A6-Wild5B_100",0.0373318397851375,"3R",22494566,22494566,"3R",28106715,28106715,22494566,28106715,TRUE,5612149,5612149,TRUE,1357
