tip_label	sequence_id	group	repeat_class	source	length	original_header
RP__EnSpm__EnSpm-3_MN	EnSpm-3_MN	EnSpm	DNA/CMC-EnSpm	RepeatPeps	822	EnSpm-3_MN#DNA/CMC-EnSpm RBRM:EnSpm-3_MN cds_range:800-3266 [Morus notabilis]
RP__EnSpm__EnSpm-3_NVe	EnSpm-3_NVe	EnSpm	DNA/CMC-EnSpm	RepeatPeps	1260	EnSpm-3_NVe#DNA/CMC-EnSpm RBRM:EnSpm-3_NVe cds_range:1112-5590 exons:1112-2011;2165-2393;2512-3509;3748-3952;4138-5590 via genewise with EnSpm-1_ADi [Nematostella vectensis]
RP__EnSpm__EnSpm-3_PGr	EnSpm-3_PGr	EnSpm	DNA/CMC-EnSpm	RepeatPeps	777	EnSpm-3_PGr#DNA/CMC-EnSpm RBRM:EnSpm-3_PGr cds_range:6783-9831 exons:6783-7035;7752-9831 via genewise with EnSpm-4_PGr, 1 intron [Puccinia graminis f. sp. tritici crl 75-36-700-3]
RP__EnSpm__EnSpm-3_VV	EnSpm-3_VV	EnSpm	DNA/CMC-EnSpm	RepeatPeps	1078	EnSpm-3_VV#DNA/CMC-EnSpm RBRM:EnSpm-3_VV frameshifts:1 cds_range:4946-8344 exons:4946-7410;7500-7617;7689-8344 via genewise with EnSpm-5_FV [Vitis vinifera]
RP__EnSpm__EnSpm-4_ADi	EnSpm-4_ADi	EnSpm	DNA/CMC-EnSpm	RepeatPeps	1057	EnSpm-4_ADi#DNA/CMC-EnSpm RBRM:EnSpm-4_ADi frameshifts:2 stops:1 cds_range:1133-5092 exons:1133-2027;2362-2587;2872-4037;4205-5092 via genewise with EnSpm-1_ADi [Acropora digitifera]
RP__EnSpm__EnSpm-4_DR_p1	EnSpm-4_DR_p1	EnSpm	DNA/CMC-EnSpm	RepeatPeps	812	EnSpm-4_DR_p1#DNA/CMC-EnSpm RBRM:EnSpm-4_DR cds_range:5978-8414 (may have more exons) [Danio rerio]
RP__EnSpm__EnSpm-4_GM_tp	EnSpm-4_GM_tp	EnSpm	DNA/CMC-EnSpm	RepeatPeps	1101	EnSpm-4_GM_tp#DNA/CMC-EnSpm RBRM:EnSpm-4_GM cds_range:4359-7904 exons:4359-6595;6680-6992;7077-7183;7255-7904 via genewise with EnSpm-2_Mad [Glycine max]
RP__EnSpm__EnSpm-4_HM	EnSpm-4_HM	EnSpm	DNA/CMC-EnSpm	RepeatPeps	694	EnSpm-4_HM#DNA/CMC-EnSpm RBRM:EnSpm-4_HM cds_range:2861-4943 [Hydra vulgaris]
RP__EnSpm__EnSpm-4_HV_p1	EnSpm-4_HV_p1	EnSpm	DNA/CMC-EnSpm	RepeatPeps	1158	EnSpm-4_HV_p1#DNA/CMC-EnSpm RBRM:EnSpm-4_HV cds_range:1253-4727 (EnSpm2_TM coding region very similar and broken up) [Triticeae]
RP__EnSpm__EnSpm-4_HV_p2	EnSpm-4_HV_p2	EnSpm	DNA/CMC-EnSpm	RepeatPeps	785	EnSpm-4_HV_p2#DNA/CMC-EnSpm RBRM:EnSpm-4_HV cds_range:7706-10061 (may have more exons) [Triticeae]
RP__EnSpm__EnSpm-4_NVe	EnSpm-4_NVe	EnSpm	DNA/CMC-EnSpm	RepeatPeps	1256	EnSpm-4_NVe#DNA/CMC-EnSpm RBRM:EnSpm-4_NVe cds_range:1016-4784 [Nematostella vectensis]
RP__EnSpm__EnSpm-4_PGr	EnSpm-4_PGr	EnSpm	DNA/CMC-EnSpm	RepeatPeps	806	EnSpm-4_PGr#DNA/CMC-EnSpm RBRM:EnSpm-4_PGr cds_range:1862-4280 [Puccinia graminis]
RP__EnSpm__EnSpm-4_VV_tp	EnSpm-4_VV_tp	EnSpm	DNA/CMC-EnSpm	RepeatPeps	1073	EnSpm-4_VV_tp#DNA/CMC-EnSpm RBRM:EnSpm-4_VV cds_range:1407-4792 exons:1407-3874;3961-4067;4146-4792 via genewise with EnSpm-5_FV [Vitis vinifera]
RP__EnSpm__EnSpm-5_FV	EnSpm-5_FV	EnSpm	DNA/CMC-EnSpm	RepeatPeps	1092	EnSpm-5_FV#DNA/CMC-EnSpm RBRM:EnSpm-5_FV cds_range:229-3732 exons:229-2681;2796-2902;3014-3732 via genewise with EnSpm2_MT [Fragaria vesca]
RP__EnSpm__EnSpm-5_HM	EnSpm-5_HM	EnSpm	DNA/CMC-EnSpm	RepeatPeps	660	EnSpm-5_HM#DNA/CMC-EnSpm RBRM:EnSpm-5_HM cds_range:286-2266 [Hydra vulgaris]
RP__EnSpm__EnSpm-5_HV	EnSpm-5_HV	EnSpm	DNA/CMC-EnSpm	RepeatPeps	240	EnSpm-5_HV#DNA/CMC-EnSpm RBRM:EnSpm-5_HV cds_range:2530-3250 [Hordeum vulgare]
RP__EnSpm__EnSpm-5_NVe	EnSpm-5_NVe	EnSpm	DNA/CMC-EnSpm	RepeatPeps	1287	EnSpm-5_NVe#DNA/CMC-EnSpm RBRM:EnSpm-5_NVe cds_range:1061-5226 exons:1061-1794;1926-2428;2600-5226 via genewise with EnSpm-18_HMa [Nematostella vectensis]
RP__EnSpm__EnSpm-5_PGr_tp	EnSpm-5_PGr_tp	EnSpm	DNA/CMC-EnSpm	RepeatPeps	777	EnSpm-5_PGr_tp#DNA/CMC-EnSpm RBRM:EnSpm-5_PGr cds_range:1922-4253 [Puccinia graminis]
RP__EnSpm__EnSpm-5_VV_tp	EnSpm-5_VV_tp	EnSpm	DNA/CMC-EnSpm	RepeatPeps	1074	EnSpm-5_VV_tp#DNA/CMC-EnSpm RBRM:EnSpm-5_VV cds_range:11885-15284 exons:11885-14358;14443-14549;14641-15284 via genewise with EnSpm-5_FV [Vitis vinifera]
RP__EnSpm__EnSpm-5_ZM	EnSpm-5_ZM	EnSpm	DNA/CMC-EnSpm	RepeatPeps	850	EnSpm-5_ZM#DNA/CMC-EnSpm RBRM:ENSPM-5_ZM cds_range:1043-3593 [Zea mays]
RP__EnSpm__EnSpm-6_DR	EnSpm-6_DR	EnSpm	DNA/CMC-EnSpm	RepeatPeps	663	EnSpm-6_DR#DNA/CMC-EnSpm RBRM:ENSPM-6_DR cds_range:15511-17500 [Danio rerio]
RP__EnSpm__EnSpm-6_HM	EnSpm-6_HM	EnSpm	DNA/CMC-EnSpm	RepeatPeps	681	EnSpm-6_HM#DNA/CMC-EnSpm RBRM:EnSpm-6_HM cds_range:1317-3360 [Hydra vulgaris]
RP__EnSpm__EnSpm-6_NVe	EnSpm-6_NVe	EnSpm	DNA/CMC-EnSpm	RepeatPeps	1022	EnSpm-6_NVe#DNA/CMC-EnSpm RBRM:EnSpm-6_NVe frameshifts:4 cds_range:526-3816 exons:526-1324;1806-3816 via genewise with EnSpm-1_ADi, Large gap near C-term. [Nematostella vectensis]
RP__EnSpm__EnSpm-6_VV_p1	EnSpm-6_VV_p1	EnSpm	DNA/CMC-EnSpm	RepeatPeps	765	EnSpm-6_VV_p1#DNA/CMC-EnSpm RBRM:EnSpm-6_VV cds_range:5417-7712 (may have more exons) [Vitis vinifera]
RP__EnSpm__EnSpm-6_ZM_p1	EnSpm-6_ZM_p1	EnSpm	DNA/CMC-EnSpm	RepeatPeps	1168	EnSpm-6_ZM_p1#DNA/CMC-EnSpm RBRM:ENSPM-6_ZM cds_range:1542-5046 (may have more exons) EnSpm11_SB_p1 over 90% similar. [Zea mays]
RP__EnSpm__EnSpm-6_ZM_p2	EnSpm-6_ZM_p2	EnSpm	DNA/CMC-EnSpm	RepeatPeps	728	EnSpm-6_ZM_p2#DNA/CMC-EnSpm RBRM:ENSPM-6_ZM cds_range:7908-10092 (may have more exons) [Zea mays]
RP__EnSpm__EnSpm-7_FV_tp	EnSpm-7_FV_tp	EnSpm	DNA/CMC-EnSpm	RepeatPeps	1201	EnSpm-7_FV_tp#DNA/CMC-EnSpm RBRM:EnSpm-7_FV cds_range:1483-5086 [Fragaria vesca]
RP__EnSpm__EnSpm-7_HM	EnSpm-7_HM	EnSpm	DNA/CMC-EnSpm	RepeatPeps	677	EnSpm-7_HM#DNA/CMC-EnSpm RBRM:EnSpm-7_HM cds_range:799-2830 [Hydra vulgaris]
RP__EnSpm__EnSpm-7_MLP_tp	EnSpm-7_MLP_tp	EnSpm	DNA/CMC-EnSpm	RepeatPeps	606	EnSpm-7_MLP_tp#DNA/CMC-EnSpm RBRM:EnSpm-7_MLP cds_range:603-2421 Appears to have a 90 AA or so internal deletion [Melampsora larici-populina]
RP__EnSpm__EnSpm-7_ZM_p1	EnSpm-7_ZM_p1	EnSpm	DNA/CMC-EnSpm	RepeatPeps	465	EnSpm-7_ZM_p1#DNA/CMC-EnSpm RBRM:ENSPM-7_ZM cds_range:4242-5637 (may have more exons) [Zea mays]
RP__EnSpm__EnSpm-8_HM	EnSpm-8_HM	EnSpm	DNA/CMC-EnSpm	RepeatPeps	617	EnSpm-8_HM#DNA/CMC-EnSpm RBRM:EnSpm-8_HM frameshifts:1 cds_range:7111-8963 via tfasty with EnSpm-5_HM [Hydra vulgaris]
RP__EnSpm__EnSpm-8_ZM_p1	EnSpm-8_ZM_p1	EnSpm	DNA/CMC-EnSpm	RepeatPeps	839	EnSpm-8_ZM_p1#DNA/CMC-EnSpm RBRM:ENSPM-8_ZM cds_range:1249-3766 (may have more exons) [Zea mays]
RP__EnSpm__EnSpm-8N_VV_p1	EnSpm-8N_VV_p1	EnSpm	DNA/CMC-EnSpm	RepeatPeps	735	EnSpm-8N_VV_p1#DNA/CMC-EnSpm RBRM:EnSpm-8N_VV (may have more exons) [Vitis vinifera]
RP__EnSpm__EnSpm-9_HM	EnSpm-9_HM	EnSpm	DNA/CMC-EnSpm	RepeatPeps	662	EnSpm-9_HM#DNA/CMC-EnSpm RBRM:EnSpm-9_HM cds_range:215-2201 [Hydra vulgaris]
RP__EnSpm__EnSpm-9_OS_p1	EnSpm-9_OS_p1	EnSpm	DNA/CMC-EnSpm	RepeatPeps	732	EnSpm-9_OS_p1#DNA/CMC-EnSpm RBRM:EnSpm-9_OS cds_range:1526-3722 (may have more exons) [Oryza sativa]
RP__EnSpm__EnSpm-9_ZM_p1	EnSpm-9_ZM_p1	EnSpm	DNA/CMC-EnSpm	RepeatPeps	831	EnSpm-9_ZM_p1#DNA/CMC-EnSpm RBRM:ENSPM-9_ZM cds_range:4436-6929 (may have more exons) [Zea mays]
RP__EnSpm__EnSpm-10_CCri_2p	EnSpm-10_CCri_2p	EnSpm	DNA/CMC-EnSpm	RepeatPeps	414	EnSpm-10_CCri_2p#DNA/CMC-EnSpm RBRM:EnSpm-10_CCri rev:1 cds_range:6762-5520 [Chondrus crispus]
RP__EnSpm__EnSpm-10_CCri_3p	EnSpm-10_CCri_3p	EnSpm	DNA/CMC-EnSpm	RepeatPeps	1025	EnSpm-10_CCri_3p#DNA/CMC-EnSpm RBRM:EnSpm-10_CCri cds_range:7272-10347 [Chondrus crispus]
RP__EnSpm__EnSpm-10_FV_tp	EnSpm-10_FV_tp	EnSpm	DNA/CMC-EnSpm	RepeatPeps	1068	EnSpm-10_FV_tp#DNA/CMC-EnSpm RBRM:EnSpm-10_FV cds_range:509-3825 exons:509-3096;3208-3825 via genewise with EnSpm-2_Mad [Fragaria vesca]
RP__EnSpm__EnSpm-10_HM	EnSpm-10_HM	EnSpm	DNA/CMC-EnSpm	RepeatPeps	647	EnSpm-10_HM#DNA/CMC-EnSpm RBRM:EnSpm-10_HM cds_range:1172-3113 [Hydra vulgaris]
RP__EnSpm__EnSpm-10_OS_p1	EnSpm-10_OS_p1	EnSpm	DNA/CMC-EnSpm	RepeatPeps	858	EnSpm-10_OS_p1#DNA/CMC-EnSpm RBRM:EnSpm-10_OS cds_range:5837-8411 (may have more exons) [Oryza sativa]
RP__EnSpm__EnSpm-10_ZM_p1	EnSpm-10_ZM_p1	EnSpm	DNA/CMC-EnSpm	RepeatPeps	889	EnSpm-10_ZM_p1#DNA/CMC-EnSpm RBRM:EnSpm-10_ZM cds_range:1979-4646 (may have more exons) EnSpm-14_SBi very similar. [Zea mays]
RP__EnSpm__EnSpm-11_HM	EnSpm-11_HM	EnSpm	DNA/CMC-EnSpm	RepeatPeps	839	EnSpm-11_HM#DNA/CMC-EnSpm RBRM:EnSpm-11_HM cds_range:575-3092 [Hydra vulgaris]
RP__EnSpm__EnSpm-11_OS_p1	EnSpm-11_OS_p1	EnSpm	DNA/CMC-EnSpm	RepeatPeps	842	EnSpm-11_OS_p1#DNA/CMC-EnSpm RBRM:EnSpm-11_OS cds_range:1318-3844 (may have more exons) [Oryza sativa]
RP__EnSpm__EnSpm-11_STu_gag	EnSpm-11_STu_gag	EnSpm	DNA/CMC-EnSpm	RepeatPeps	350	EnSpm-11_STu_gag#DNA/CMC-EnSpm RBRM:EnSpm-11_STu rev:1 cds_range:11638-10588 [Solanum tuberosum]
RP__EnSpm__EnSpm-11_ZM_p1	EnSpm-11_ZM_p1	EnSpm	DNA/CMC-EnSpm	RepeatPeps	841	EnSpm-11_ZM_p1#DNA/CMC-EnSpm RBRM:EnSpm-11_ZM cds_range:1181-3704 (may have more exons) [Zea mays]
RP__EnSpm__EnSpm-12_HM	EnSpm-12_HM	EnSpm	DNA/CMC-EnSpm	RepeatPeps	651	EnSpm-12_HM#DNA/CMC-EnSpm RBRM:EnSpm-12_HM cds_range:178-2131 [Hydra vulgaris]
RP__EnSpm__EnSpm-12_OS_p1	EnSpm-12_OS_p1	EnSpm	DNA/CMC-EnSpm	RepeatPeps	851	EnSpm-12_OS_p1#DNA/CMC-EnSpm RBRM:EnSpm-12_OS cds_range:1578-4131 (may have more exons) [Oryza sativa]
RP__EnSpm__EnSpm-12_ZM_p1	EnSpm-12_ZM_p1	EnSpm	DNA/CMC-EnSpm	RepeatPeps	844	EnSpm-12_ZM_p1#DNA/CMC-EnSpm RBRM:EnSpm-12_ZM cds_range:992-3524 (may have more exons) [Zea mays]
RP__EnSpm__EnSpm-13_HM	EnSpm-13_HM	EnSpm	DNA/CMC-EnSpm	RepeatPeps	664	EnSpm-13_HM#DNA/CMC-EnSpm RBRM:EnSpm-13_HM frameshifts:1 stops:1 cds_range:1212-3205 via tfasty with EnSpm-6_HM [Hydra vulgaris]
RP__EnSpm__EnSpm-13_OS_p1	EnSpm-13_OS_p1	EnSpm	DNA/CMC-EnSpm	RepeatPeps	870	EnSpm-13_OS_p1#DNA/CMC-EnSpm RBRM:EnSpm-13_OS cds_range:6391-9001 (may have more exons) [Oryza sativa]
RP__EnSpm__EnSpm-13_VV_tp	EnSpm-13_VV_tp	EnSpm	DNA/CMC-EnSpm	RepeatPeps	1078	EnSpm-13_VV_tp#DNA/CMC-EnSpm RBRM:EnSpm-13_VV frameshifts:1 stops:1 cds_range:2756-6150 exons:2756-5220;5309-5426;5495-6150 via genewise with EnSpm-5_FV [Vitis vinifera]
RP__EnSpm__EnSpm-13_ZM_p1	EnSpm-13_ZM_p1	EnSpm	DNA/CMC-EnSpm	RepeatPeps	927	EnSpm-13_ZM_p1#DNA/CMC-EnSpm RBRM:EnSpm-13_ZM cds_range:1740-4521 (may have more exons) [Zea mays]
RP__EnSpm__EnSpm-14_HM	EnSpm-14_HM	EnSpm	DNA/CMC-EnSpm	RepeatPeps	672	EnSpm-14_HM#DNA/CMC-EnSpm RBRM:EnSpm-14_HM cds_range:286-2302 [Hydra vulgaris]
RP__EnSpm__EnSpm-14_OS_p1	EnSpm-14_OS_p1	EnSpm	DNA/CMC-EnSpm	RepeatPeps	855	EnSpm-14_OS_p1#DNA/CMC-EnSpm RBRM:EnSpm-14_OS cds_range:6004-8569 (may have more exons) [Oryza sativa]
RP__EnSpm__EnSpm-14_SBi_p2	EnSpm-14_SBi_p2	EnSpm	DNA/CMC-EnSpm	RepeatPeps	422	EnSpm-14_SBi_p2#DNA/CMC-EnSpm RBRM:EnSpm-14_SBi frameshifts:7 cds_range:4353-6018 exons:4353-4666;4750-4948;5092-5223;5307-5487;5579-6018 via genewise with EnSpm5_SB_p2 [Sorghum bicolor]
RP__EnSpm__EnSpm-14_ZM	EnSpm-14_ZM	EnSpm	DNA/CMC-EnSpm	RepeatPeps	753	EnSpm-14_ZM#DNA/CMC-EnSpm RBRM:EnSpm-14_ZM cds_range:1303-3562 [Zea mays]
RP__EnSpm__EnSpm-15_HM	EnSpm-15_HM	EnSpm	DNA/CMC-EnSpm	RepeatPeps	783	EnSpm-15_HM#DNA/CMC-EnSpm RBRM:EnSpm-15_HM frameshifts:2 cds_range:355-2704 via tfasty with EnSpm-4_DR_p1 [Hydra vulgaris]
RP__EnSpm__EnSpm-15_OS_p1	EnSpm-15_OS_p1	EnSpm	DNA/CMC-EnSpm	RepeatPeps	731	EnSpm-15_OS_p1#DNA/CMC-EnSpm RBRM:EnSpm-15_OS cds_range:1254-3447 (may have more exons) [Oryza sativa]
RP__EnSpm__EnSpm-16_HM	EnSpm-16_HM	EnSpm	DNA/CMC-EnSpm	RepeatPeps	787	EnSpm-16_HM#DNA/CMC-EnSpm RBRM:EnSpm-16_HM cds_range:1864-4225 [Hydra vulgaris]
RP__EnSpm__EnSpm-16_OS_p1	EnSpm-16_OS_p1	EnSpm	DNA/CMC-EnSpm	RepeatPeps	856	EnSpm-16_OS_p1#DNA/CMC-EnSpm RBRM:EnSpm-16_OS cds_range:2116-4684 (may have more exons) [Oryza sativa]
RP__EnSpm__EnSpm-17_CCri_2p	EnSpm-17_CCri_2p	EnSpm	DNA/CMC-EnSpm	RepeatPeps	1138	EnSpm-17_CCri_2p#DNA/CMC-EnSpm RBRM:EnSpm-17_CCri cds_range:10461-13875 [Chondrus crispus]
RP__EnSpm__EnSpm-17_HM	EnSpm-17_HM	EnSpm	DNA/CMC-EnSpm	RepeatPeps	679	EnSpm-17_HM#DNA/CMC-EnSpm RBRM:EnSpm-17_HM frameshifts:1 cds_range:519-2557 via tfasty with EnSpm-6_DR [Hydra vulgaris]
RP__EnSpm__EnSpm-18_CCri	EnSpm-18_CCri	EnSpm	DNA/CMC-EnSpm	RepeatPeps	1077	EnSpm-18_CCri#DNA/CMC-EnSpm RBRM:EnSpm-18_CCri cds_range:4315-7546 [Chondrus crispus]
RP__EnSpm__EnSpm-18_HMa	EnSpm-18_HMa	EnSpm	DNA/CMC-EnSpm	RepeatPeps	1077	EnSpm-18_HMa#DNA/CMC-EnSpm RBRM:EnSpm-18_HMa cds_range:805-4160 exons:805-1439;1563-4160 Genscan predicition 1 intron. [Hydra vulgaris]
RP__EnSpm__EnSpm-18_SBi_1p	EnSpm-18_SBi_1p	EnSpm	DNA/CMC-EnSpm	RepeatPeps	1168	EnSpm-18_SBi_1p#DNA/CMC-EnSpm RBRM:EnSpm-18_SBi cds_range:739-4243 [Sorghum bicolor]
RP__EnSpm__EnSpm-18_SBi_2p	EnSpm-18_SBi_2p	EnSpm	DNA/CMC-EnSpm	RepeatPeps	606	EnSpm-18_SBi_2p#DNA/CMC-EnSpm RBRM:EnSpm-18_SBi cds_range:6615-8433 [Sorghum bicolor]
RP__EnSpm__EnSpm-19_HMa	EnSpm-19_HMa	EnSpm	DNA/CMC-EnSpm	RepeatPeps	1052	EnSpm-19_HMa#DNA/CMC-EnSpm RBRM:EnSpm-19_HMa cds_range:1008-4984 exons:1008-1645;1756-1874;1989-2140;2460-2614;2888-4984 via genewise with EnSpm-18_HMa [Hydra vulgaris]
RP__EnSpm__EnSpm-19_SBi_tp	EnSpm-19_SBi_tp	EnSpm	DNA/CMC-EnSpm	RepeatPeps	900	EnSpm-19_SBi_tp#DNA/CMC-EnSpm RBRM:EnSpm-19_SBi cds_range:2592-5292 [Sorghum bicolor]
RP__EnSpm__EnSpm-20_CCri_2p	EnSpm-20_CCri_2p	EnSpm	DNA/CMC-EnSpm	RepeatPeps	1071	EnSpm-20_CCri_2p#DNA/CMC-EnSpm RBRM:EnSpm-20_CCri cds_range:7587-10800 [Chondrus crispus]
RP__EnSpm__EnSpm-20_HMa	EnSpm-20_HMa	EnSpm	DNA/CMC-EnSpm	RepeatPeps	1048	EnSpm-20_HMa#DNA/CMC-EnSpm RBRM:EnSpm-20_HMa cds_range:740-5751 exons:740-1410;1479-1588;1699-1986;3673-5751 via genewise with EnSpm-18_HMa [Hydra vulgaris]
RP__EnSpm__EnSpm-20_SBi_tp	EnSpm-20_SBi_tp	EnSpm	DNA/CMC-EnSpm	RepeatPeps	913	EnSpm-20_SBi_tp#DNA/CMC-EnSpm RBRM:EnSpm-20_SBi cds_range:1024-3763 [Sorghum bicolor]
RP__EnSpm__EnSpm-21_CCri_tp	EnSpm-21_CCri_tp	EnSpm	DNA/CMC-EnSpm	RepeatPeps	1024	EnSpm-21_CCri_tp#DNA/CMC-EnSpm RBRM:EnSpm-21_CCri cds_range:1455-4527 [Chondrus crispus]
RP__EnSpm__EnSpm-21_HMa	EnSpm-21_HMa	EnSpm	DNA/CMC-EnSpm	RepeatPeps	1048	EnSpm-21_HMa#DNA/CMC-EnSpm RBRM:EnSpm-21_HMa cds_range:909-4416 exons:909-1546;1909-4416 via genewise with EnSpm-18_HMa [Hydra vulgaris]
RP__EnSpm__EnSpm-22_CCri_tp	EnSpm-22_CCri_tp	EnSpm	DNA/CMC-EnSpm	RepeatPeps	1025	EnSpm-22_CCri_tp#DNA/CMC-EnSpm RBRM:EnSpm-22_CCri rev:1 cds_range:3667-592 [Chondrus crispus]
RP__EnSpm__EnSpm-22_HMa	EnSpm-22_HMa	EnSpm	DNA/CMC-EnSpm	RepeatPeps	978	EnSpm-22_HMa#DNA/CMC-EnSpm RBRM:EnSpm-22_HMa frameshifts:9 stops:3 cds_range:708-5381 exons:708-1343;1568-1709;2947-3105;3246-3403;3547-5381 via genewise with EnSpm-19_HMa [Hydra vulgaris]
RP__EnSpm__EnSpm-22_SBi_tp	EnSpm-22_SBi_tp	EnSpm	DNA/CMC-EnSpm	RepeatPeps	1167	EnSpm-22_SBi_tp#DNA/CMC-EnSpm RBRM:EnSpm-22_SBi cds_range:1313-4814 [Sorghum bicolor]
RP__EnSpm__EnSpm-23_CCri	EnSpm-23_CCri	EnSpm	DNA/CMC-EnSpm	RepeatPeps	1087	EnSpm-23_CCri#DNA/CMC-EnSpm RBRM:EnSpm-23_CCri cds_range:2888-6149 [Chondrus crispus]
RP__EnSpm__EnSpm-26_CCri_2p	EnSpm-26_CCri_2p	EnSpm	DNA/CMC-EnSpm	RepeatPeps	331	EnSpm-26_CCri_2p#DNA/CMC-EnSpm RBRM:EnSpm-26_CCri rev:1 cds_range:5574-4581 [Chondrus crispus]
RP__EnSpm__EnSpm-26_CCri_3p	EnSpm-26_CCri_3p	EnSpm	DNA/CMC-EnSpm	RepeatPeps	1123	EnSpm-26_CCri_3p#DNA/CMC-EnSpm RBRM:EnSpm-26_CCri cds_range:6197-9566 [Chondrus crispus]
RP__EnSpm__EnSpm-26_SBi_tp	EnSpm-26_SBi_tp	EnSpm	DNA/CMC-EnSpm	RepeatPeps	846	EnSpm-26_SBi_tp#DNA/CMC-EnSpm RBRM:EnSpm-26_SBi cds_range:2725-5263 [Sorghum bicolor]
RP__EnSpm__EnSpm-27_CCri	EnSpm-27_CCri	EnSpm	DNA/CMC-EnSpm	RepeatPeps	1110	EnSpm-27_CCri#DNA/CMC-EnSpm RBRM:EnSpm-27_CCri cds_range:5392-8722 [Chondrus crispus]
RP__EnSpm__EnSpm-30_SBi_env	EnSpm-30_SBi_env	EnSpm	DNA/CMC-EnSpm	RepeatPeps	542	EnSpm-30_SBi_env#DNA/CMC-EnSpm RBRM:EnSpm-30_SBi rev:1 cds_range:2554-928 [Sorghum bicolor]
RP__EnSpm__EnSpm-30_SBi_p2	EnSpm-30_SBi_p2	EnSpm	DNA/CMC-EnSpm	RepeatPeps	889	EnSpm-30_SBi_p2#DNA/CMC-EnSpm RBRM:EnSpm-30_SBi cds_range:27830-30497 [Sorghum bicolor]
RP__EnSpm__EnSpm-34_CCri_1p	EnSpm-34_CCri_1p	EnSpm	DNA/CMC-EnSpm	RepeatPeps	448	EnSpm-34_CCri_1p#DNA/CMC-EnSpm RBRM:EnSpm-34_CCri rev:1 cds_range:6393-5049 [Chondrus crispus]
RP__EnSpm__EnSpm-34_SBi_1p	EnSpm-34_SBi_1p	EnSpm	DNA/CMC-EnSpm	RepeatPeps	858	EnSpm-34_SBi_1p#DNA/CMC-EnSpm RBRM:EnSpm-34_SBi cds_range:1686-4260 [Sorghum bicolor]
RP__EnSpm__EnSpm-36_SBi_1p	EnSpm-36_SBi_1p	EnSpm	DNA/CMC-EnSpm	RepeatPeps	1178	EnSpm-36_SBi_1p#DNA/CMC-EnSpm RBRM:EnSpm-36_SBi cds_range:574-4108 [Sorghum bicolor]
RP__EnSpm__EnSpm-36_SBi_2p	EnSpm-36_SBi_2p	EnSpm	DNA/CMC-EnSpm	RepeatPeps	641	EnSpm-36_SBi_2p#DNA/CMC-EnSpm RBRM:EnSpm-36_SBi cds_range:6123-8046 [Sorghum bicolor]
RP__EnSpm__EnSpm-39_SBi	EnSpm-39_SBi	EnSpm	DNA/CMC-EnSpm	RepeatPeps	844	EnSpm-39_SBi#DNA/CMC-EnSpm RBRM:EnSpm-39_SBi cds_range:1503-4035 [Sorghum bicolor]
RP__EnSpm__EnSpm-40_SBi_1p	EnSpm-40_SBi_1p	EnSpm	DNA/CMC-EnSpm	RepeatPeps	859	EnSpm-40_SBi_1p#DNA/CMC-EnSpm RBRM:EnSpm-40_SBi cds_range:1350-3927 [Sorghum bicolor]
RP__EnSpm__EnSpm-41_SBi_1p	EnSpm-41_SBi_1p	EnSpm	DNA/CMC-EnSpm	RepeatPeps	856	EnSpm-41_SBi_1p#DNA/CMC-EnSpm RBRM:EnSpm-41_SBi cds_range:1230-3798 [Sorghum bicolor]
RP__EnSpm__EnSpm-44_SBi_1p	EnSpm-44_SBi_1p	EnSpm	DNA/CMC-EnSpm	RepeatPeps	726	EnSpm-44_SBi_1p#DNA/CMC-EnSpm RBRM:EnSpm-44_SBi cds_range:1437-3615 [Sorghum bicolor]
RP__EnSpm__EnSpm_AC	EnSpm_AC	EnSpm	DNA/CMC-EnSpm	RepeatPeps	613	EnSpm_AC#DNA/CMC-EnSpm RBRM:ENSPM_AC frameshifts:7 cds_range:72-1908 via tfasty with EnSpm1_PT [Allium cepa]
RP__EnSpm__EnSpm_CA	EnSpm_CA	EnSpm	DNA/CMC-EnSpm	RepeatPeps	366	EnSpm_CA#DNA/CMC-EnSpm RBRM:ENSPM_CA frameshifts:1 cds_range:10-1109 (fragment of tp only) via tfasty with EnSpm_MT [Cicer arietinum]
RP__EnSpm__EnSpm_MT	EnSpm_MT	EnSpm	DNA/CMC-EnSpm	RepeatPeps	1186	EnSpm_MT#DNA/CMC-EnSpm RBRM:ENSPM_MT frameshifts:1 stops:1 cds_range:1876-5435 [Medicago truncatula]
RP__EnSpm__EnSpm_OS	EnSpm_OS	EnSpm	DNA/CMC-EnSpm	RepeatPeps	1115	EnSpm_OS#DNA/CMC-EnSpm RBRM:ENSPM_OS cds_range:841-4186 [Oryza sativa]
RP__EnSpm__OShooter_p1	OShooter_p1	EnSpm	DNA/CMC-EnSpm	RepeatPeps	891	OShooter_p1#DNA/CMC-EnSpm RBRM:OSHOOTER cds_range:4446-7119 [Oryza sativa]
RP__EnSpm__OShooter_p2	OShooter_p2	EnSpm	DNA/CMC-EnSpm	RepeatPeps	181	OShooter_p2#DNA/CMC-EnSpm RBRM:OSHOOTER cds_range:7351-7894 [Oryza sativa]
RP__EnSpm__PSL	PSL	EnSpm	DNA/CMC-EnSpm	RepeatPeps	1127	PSL#DNA/CMC-EnSpm RBRM:PSL cds_range:1926-5647 exons:1926-3565;3655-4336;4409-4724;4814-4914;5004-5647 genewised with ATEnSpm6 (poly E removed) [Petunia]
